,database,query,num_topics,qry_topics,num_documents,rand_seed,coherence,ext_query_size,num_relevant,f_distance,top_10_true,top_20_true
322,Wahono,defect_predict,30,1,7002,424,0.43517745879674163,672,62,3,1,2
323,Wahono,defect_predict,40,1,7002,424,0.430622160351529,528,62,3,2,2
324,Wahono,defect_predict,50,1,7002,424,0.4216395173744792,447,62,2,3,6
325,Wahono,defect_predict,60,1,7002,424,0.39581230966079234,480,62,1,2,2
326,Wahono,defect_predict,70,1,7002,424,0.40226161909958685,539,62,13,0,3
327,Wahono,defect_predict,80,1,7002,424,0.3812840896470672,579,62,4,3,3
328,Wahono,defect_predict,90,1,7002,424,0.3813836894341902,382,62,1,3,3
329,Wahono,defect_predict,100,2,7002,424,0.37739511408008886,622,62,2,4,7
330,Wahono,defect_predict,110,2,7002,424,0.3671820251810517,369,62,9,1,1
331,Wahono,defect_predict,120,2,7002,424,0.373598256293547,416,62,3,1,1
332,Wahono,defect_predict,130,1,7002,424,0.35552121977871315,327,62,5,2,3
333,Wahono,defect_predict,140,2,7002,424,0.3527991297525929,380,62,6,1,1
334,Wahono,defect_predict,150,2,7002,424,0.35940954706612577,432,62,1,4,8
335,Wahono,defect_predict,160,2,7002,424,0.3522865544789579,523,62,4,5,9
336,Wahono,defect_predict,170,2,7002,424,0.35577425724258077,478,62,2,5,8
337,Wahono,defect_predict,180,2,7002,424,0.3489523596951359,393,62,11,0,4
338,Wahono,defect_predict,190,1,7002,424,0.3457881134408704,300,62,6,1,3
339,Wahono,defect_predict,200,1,7002,424,0.3496500517494154,256,62,3,1,2
340,Wahono,defect_predict,10,1,7002,826,0.4771557439777971,906,62,8,1,2
341,Wahono,defect_predict,20,1,7002,826,0.4477477810135258,763,62,8,1,4
342,Wahono,defect_predict,30,1,7002,826,0.4319377243715549,669,62,3,1,3
343,Wahono,defect_predict,40,1,7002,826,0.4298287367649312,536,62,2,2,3
344,Wahono,defect_predict,50,1,7002,826,0.4122421814947019,477,62,2,1,1
345,Wahono,defect_predict,60,2,7002,826,0.40290360264970454,430,62,2,5,9
346,Wahono,defect_predict,70,2,7002,826,0.3868438680444853,599,62,1,2,2
347,Wahono,defect_predict,80,1,7002,826,0.38601622143767356,478,62,11,0,2
348,Wahono,defect_predict,90,2,7002,826,0.3854340481627501,511,62,6,1,1
349,Wahono,defect_predict,100,2,7002,826,0.3728933091920162,615,62,4,2,5
350,Wahono,defect_predict,110,2,7002,826,0.3680174972451239,532,62,2,5,8
351,Wahono,defect_predict,120,1,7002,826,0.3648154437127485,359,62,6,2,3
352,Wahono,defect_predict,130,2,7002,826,0.3588924695285044,490,62,2,5,10
353,Wahono,defect_predict,140,1,7002,826,0.3584067796695263,328,62,3,5,7
354,Wahono,defect_predict,150,1,7002,826,0.35583254881391024,407,62,2,6,6
355,Wahono,defect_predict,160,2,7002,826,0.3458918976832567,514,62,3,2,2
356,Wahono,defect_predict,170,1,7002,826,0.351804493861125,263,62,6,1,1
357,Wahono,defect_predict,180,3,7002,826,0.3551177839853469,358,62,1,7,8
358,Wahono,defect_predict,190,1,7002,826,0.34127231800573427,261,62,12,0,1
359,Wahono,defect_predict,200,2,7002,826,0.3473236799715499,297,62,16,0,1
360,Wahono,defect_predict,10,1,7002,310,0.47266560704614946,1071,62,16,0,1
361,Wahono,defect_predict,20,1,7002,310,0.44123413777734904,793,62,2,1,5
362,Wahono,defect_predict,30,1,7002,310,0.4475055959500417,711,62,2,3,3
363,Wahono,defect_predict,40,1,7002,310,0.4242499419669171,561,62,1,1,3
364,Wahono,defect_predict,50,1,7002,310,0.40763321718152107,483,62,2,2,3
365,Wahono,defect_predict,60,1,7002,310,0.3982438439371815,570,62,6,1,2
366,Wahono,defect_predict,70,2,7002,310,0.39568342251772426,625,62,6,1,3
367,Wahono,defect_predict,80,2,7002,310,0.3807966650566689,640,62,2,1,2
368,Wahono,defect_predict,90,2,7002,310,0.3780612983205653,622,62,2,2,2
369,Wahono,defect_predict,100,2,7002,310,0.36325964615579964,668,62,2,1,6
370,Wahono,defect_predict,110,2,7002,310,0.3745473957856186,616,62,2,4,8
371,Wahono,defect_predict,120,1,7002,310,0.36945684032710097,311,62,4,2,2
372,Wahono,defect_predict,130,1,7002,310,0.35865261825536193,519,62,1,2,2
373,Wahono,defect_predict,140,1,7002,310,0.3580417186661628,335,62,1,5,10
374,Wahono,defect_predict,150,1,7002,310,0.35718103510754684,327,62,14,0,1
375,Wahono,defect_predict,160,2,7002,310,0.35320056781648934,343,62,8,1,1
376,Wahono,defect_predict,170,2,7002,310,0.35333497661765934,403,62,6,3,7
377,Wahono,defect_predict,180,2,7002,310,0.3508834201139821,493,62,2,5,7
378,Wahono,defect_predict,190,2,7002,310,0.35101097731638425,433,62,2,3,10
379,Wahono,defect_predict,200,1,7002,310,0.33967798057568005,248,62,5,2,2
380,Wahono,defect_predict,10,1,7002,983,0.46722048053116777,960,62,14,0,3
381,Wahono,defect_predict,20,1,7002,983,0.4591515588533751,840,62,3,1,2
382,Wahono,defect_predict,30,1,7002,983,0.44784354709338364,672,62,14,0,1
383,Wahono,defect_predict,40,1,7002,983,0.42670953915219034,552,62,1,1,3
384,Wahono,defect_predict,50,2,7002,983,0.42333490068474044,517,62,3,1,3
385,Wahono,defect_predict,60,2,7002,983,0.39844954102621094,428,62,2,1,2
386,Wahono,defect_predict,70,1,7002,983,0.3902347855090704,538,62,5,2,2
387,Wahono,defect_predict,80,1,7002,983,0.38032086473015847,531,62,2,2,3
388,Wahono,defect_predict,90,2,7002,983,0.38990008210467647,523,62,3,3,4
389,Wahono,defect_predict,100,1,7002,983,0.3714620744530989,518,62,2,2,4
390,Wahono,defect_predict,110,1,7002,983,0.3714508693674779,352,62,1,3,3
391,Wahono,defect_predict,120,2,7002,983,0.36640897257356664,562,62,2,4,5
392,Wahono,defect_predict,130,1,7002,983,0.3602357935950329,315,62,2,3,3
393,Wahono,defect_predict,140,2,7002,983,0.3537356907908867,525,62,2,3,7
394,Wahono,defect_predict,150,2,7002,983,0.35414206377041546,338,62,27,0,0
395,Wahono,defect_predict,160,1,7002,983,0.3497412229678461,326,62,7,2,5
396,Wahono,defect_predict,170,1,7002,983,0.34544132951608697,209,62,1,1,6
397,Wahono,defect_predict,180,1,7002,983,0.3538303004302134,261,62,1,2,4
398,Wahono,defect_predict,190,2,7002,983,0.346924928816589,351,62,27,0,0
399,Wahono,defect_predict,200,1,7002,983,0.3442065604422577,233,62,4,1,3
